beer,beer_id,tasting_category_fine,split,repeat,random_state
32,54050051,Amber,test,9,20260236
158,54107014,Amber,test,9,20260236
128,5425014681017,Amber,test,9,20260236
92,9120041150685,Amber,test,9,20260236
70,54085190,Blond,test,9,20260236
49,5410228208358,Blond,test,9,20260236
248,5410263015669,Blond,test,9,20260236
94,5412186003013,Blond,test,9,20260236
238,5412896000432,Blond,test,9,20260236
121,5414239000093,Blond,test,9,20260236
113,5425006700016,Blond,test,9,20260236
234,5425029490024,Blond,test,9,20260236
101,5425036450004,Blond,test,9,20260236
236,54107052,Brett/cofermented,test,9,20260236
122,5425029020191,Brett/cofermented,test,9,20260236
237,5400000000008,Brown,test,9,20260236
112,5410908000012,Brown,test,9,20260236
36,5412896000074,Brown,test,9,20260236
89,5412983140027,Brown,test,9,20260236
1,5413970150111,Brut,test,9,20260236
180,5411633330047,Christmas,test,9,20260236
106,5413977000044,Christmas,test,9,20260236
214,5425006240147,Christmas,test,9,20260236
194,5411098730307,Dubbel,test,9,20260236
111,5411276100540,Dubbel,test,9,20260236
187,5425017240075,Dubbel,test,9,20260236
250,5411223030067,Faro,test,9,20260236
190,875213000068,Flanders old brown,test,9,20260236
167,5411858000077,Flanders old brown,test,9,20260236
165,5411081000363,Fruitbeer,test,9,20260236
33,5425005660465,Fruitbeer,test,9,20260236
114,5410769300085,Hoppy,test,9,20260236
213,5410783004099,Hoppy,test,9,20260236
9,5411081005368,Hoppy,test,9,20260236
97,5411676700005,Hoppy,test,9,20260236
80,5415152000313,Hoppy,test,9,20260236
138,5411223010557,Kriek,test,9,20260236
82,5411516002269,Kriek,test,9,20260236
24,5411656050212,Kriek,test,9,20260236
115,5411516001453,Lambic,test,9,20260236
41,5411656010315,Lambic,test,9,20260236
162,5425018070015,Lambic,test,9,20260236
83,54055520,Low/No alcohol,test,9,20260236
155,5410228188704,Low/No alcohol,test,9,20260236
185,54055001,Pils/Lager,test,9,20260236
139,5410228142027,Pils/Lager,test,9,20260236
119,5411831000742,Pils/Lager,test,9,20260236
29,5410702000331,Saison,test,9,20260236
132,5410702000379,Saison,test,9,20260236
20,5425005660205,Saison,test,9,20260236
146,54004009,Scotch,test,9,20260236
131,5410769200088,Scotch,test,9,20260236
201,741360987296,Stout/Porter,test,9,20260236
103,5425024150108,Stout/Porter,test,9,20260236
182,5425028290311,Stout/Porter,test,9,20260236
188,8711406017487,Stout/Porter,test,9,20260236
37,5410908000036,Strong ale,test,9,20260236
170,5411663002716,Strong ale,test,9,20260236
104,5412858000081,Strong ale,test,9,20260236
133,5412896000081,Strong ale,test,9,20260236
91,8711406995495,Strong ale,test,9,20260236
85,54112018,Tripel,test,9,20260236
69,5411081000332,Tripel,test,9,20260236
23,5411681014005,Tripel,test,9,20260236
199,5411858000145,Tripel,test,9,20260236
45,5412343201337,Tripel,test,9,20260236
47,5412583240363,Tripel,test,9,20260236
204,5425006240024,Tripel,test,9,20260236
157,5425024150107,Tripel,test,9,20260236
200,54125001,West Flanders ale,test,9,20260236
84,5411516000517,West Flanders ale,test,9,20260236
160,54055438,Wheat,test,9,20260236
224,5410228141884,Wheat,test,9,20260236
44,5411633250055,Wheat,test,9,20260236
243,5412138802510,Wheat,test,9,20260236
137,54057012,Amber,train,9,20260236
126,54085060,Amber,train,9,20260236
43,5041300503,Amber,train,9,20260236
63,701197206052,Amber,train,9,20260236
210,5413982001005,Amber,train,9,20260236
19,5425030060032,Amber,train,9,20260236
6,8711406031766,Amber,train,9,20260236
11,8718754310017,Amber,train,9,20260236
3,54055308,Blond,train,9,20260236
136,54085176,Blond,train,9,20260236
127,54138278,Blond,train,9,20260236
5,5400000000006,Blond,train,9,20260236
62,5410228134879,Blond,train,9,20260236
71,5410228218791,Blond,train,9,20260236
73,5410769100081,Blond,train,9,20260236
246,5410783001432,Blond,train,9,20260236
64,5410908000128,Blond,train,9,20260236
193,5411098700034,Blond,train,9,20260236
110,5411098730291,Blond,train,9,20260236
46,5411276200325,Blond,train,9,20260236
76,5412583240837,Blond,train,9,20260236
215,5413963100017,Blond,train,9,20260236
125,5413963300011,Blond,train,9,20260236
59,5425005660601,Blond,train,9,20260236
164,5425007658828,Blond,train,9,20260236
149,5425031010012,Blond,train,9,20260236
30,5430000043014,Blond,train,9,20260236
77,8711406023563,Blond,train,9,20260236
35,8711406995075,Blond,train,9,20260236
249,9120041150784,Blond,train,9,20260236
14,54040014,Brett/cofermented,train,9,20260236
203,5425017241164,Brett/cofermented,train,9,20260236
150,5425024150275,Brett/cofermented,train,9,20260236
222,5425029490055,Brett/cofermented,train,9,20260236
98,54055315,Brown,train,9,20260236
25,54079014,Brown,train,9,20260236
206,54085015,Brown,train,9,20260236
129,5410228146162,Brown,train,9,20260236
53,5411681037004,Brown,train,9,20260236
109,5412858000067,Brown,train,9,20260236
78,5425006240017,Brown,train,9,20260236
108,5425007658880,Brown,train,9,20260236
205,793573165763,Brut,train,9,20260236
192,5410693100324,Brut,train,9,20260236
130,5425025910410,Brut,train,9,20260236
38,541286000975,Christmas,train,9,20260236
13,5410228196600,Christmas,train,9,20260236
102,5411911001768,Christmas,train,9,20260236
95,5412138303314,Christmas,train,9,20260236
181,5412896532032,Christmas,train,9,20260236
60,5425029020078,Christmas,train,9,20260236
198,54079007,Dubbel,train,9,20260236
100,875213000082,Dubbel,train,9,20260236
16,5411098700003,Dubbel,train,9,20260236
107,5412343152332,Dubbel,train,9,20260236
174,5412583240356,Dubbel,train,9,20260236
221,5412896000067,Dubbel,train,9,20260236
48,8711406995211,Dubbel,train,9,20260236
151,5411516001491,Faro,train,9,20260236
74,5412783054012,Faro,train,9,20260236
179,5411081004736,Flanders old brown,train,9,20260236
161,5411686700057,Flanders old brown,train,9,20260236
159,5411686700668,Flanders old brown,train,9,20260236
247,5411081000264,Fruitbeer,train,9,20260236
207,5411223030036,Fruitbeer,train,9,20260236
50,5411223030043,Fruitbeer,train,9,20260236
227,5411223030098,Fruitbeer,train,9,20260236
184,5412783055019,Fruitbeer,train,9,20260236
177,5425100322608,Fruitbeer,train,9,20260236
72,54121096,Hoppy,train,9,20260236
120,850413005204,Hoppy,train,9,20260236
143,5410228225928,Hoppy,train,9,20260236
65,5411283000017,Hoppy,train,9,20260236
169,5411676710004,Hoppy,train,9,20260236
31,5411681401164,Hoppy,train,9,20260236
219,5411681401775,Hoppy,train,9,20260236
8,5425006241304,Hoppy,train,9,20260236
55,5425023990698,Hoppy,train,9,20260236
79,5425029020054,Hoppy,train,9,20260236
27,5425036850019,Hoppy,train,9,20260236
39,5430000193009,Hoppy,train,9,20260236
54,549619093094,Kriek,train,9,20260236
241,608782666133,Kriek,train,9,20260236
156,5410228193371,Kriek,train,9,20260236
88,5411081003654,Kriek,train,9,20260236
232,5411686700637,Kriek,train,9,20260236
220,5412783053015,Kriek,train,9,20260236
153,5425007810806,Kriek,train,9,20260236
18,1882,Lambic,train,9,20260236
12,5410228141587,Lambic,train,9,20260236
42,5411024000047,Lambic,train,9,20260236
211,5411223030050,Lambic,train,9,20260236
144,5411516002306,Lambic,train,9,20260236
116,5411656051097,Lambic,train,9,20260236
75,5412783052018,Lambic,train,9,20260236
21,5412783052247,Lambic,train,9,20260236
141,5410228141174,Low/No alcohol,train,9,20260236
40,5410228141181,Low/No alcohol,train,9,20260236
2,5410228142003,Low/No alcohol,train,9,20260236
10,5410228202929,Low/No alcohol,train,9,20260236
223,5410228231325,Low/No alcohol,train,9,20260236
86,5410783031019,Low/No alcohol,train,9,20260236
90,54017016,Pils/Lager,train,9,20260236
218,54057142,Pils/Lager,train,9,20260236
209,54085107,Pils/Lager,train,9,20260236
230,5410228141235,Pils/Lager,train,9,20260236
96,5411681080000,Pils/Lager,train,9,20260236
124,5412186002658,Pils/Lager,train,9,20260236
28,5425036580008,Pils/Lager,train,9,20260236
81,8715608222557,Pils/Lager,train,9,20260236
183,5410702000805,Saison,train,9,20260236
242,5412138333311,Saison,train,9,20260236
56,5413963600012,Saison,train,9,20260236
145,5415152000450,Saison,train,9,20260236
