beer,beer_id,tasting_category_fine,split,repeat,random_state
43,5041300503,Amber,test,2,20260229
210,5413982001005,Amber,test,2,20260229
6,8711406031766,Amber,test,2,20260229
92,9120041150685,Amber,test,2,20260229
136,54085176,Blond,test,2,20260229
127,54138278,Blond,test,2,20260229
62,5410228134879,Blond,test,2,20260229
49,5410228208358,Blond,test,2,20260229
46,5411276200325,Blond,test,2,20260229
238,5412896000432,Blond,test,2,20260229
125,5413963300011,Blond,test,2,20260229
149,5425031010012,Blond,test,2,20260229
249,9120041150784,Blond,test,2,20260229
14,54040014,Brett/cofermented,test,2,20260229
122,5425029020191,Brett/cofermented,test,2,20260229
98,54055315,Brown,test,2,20260229
89,5412983140027,Brown,test,2,20260229
78,5425006240017,Brown,test,2,20260229
108,5425007658880,Brown,test,2,20260229
1,5413970150111,Brut,test,2,20260229
180,5411633330047,Christmas,test,2,20260229
95,5412138303314,Christmas,test,2,20260229
181,5412896532032,Christmas,test,2,20260229
16,5411098700003,Dubbel,test,2,20260229
194,5411098730307,Dubbel,test,2,20260229
107,5412343152332,Dubbel,test,2,20260229
151,5411516001491,Faro,test,2,20260229
179,5411081004736,Flanders old brown,test,2,20260229
161,5411686700057,Flanders old brown,test,2,20260229
184,5412783055019,Fruitbeer,test,2,20260229
33,5425005660465,Fruitbeer,test,2,20260229
213,5410783004099,Hoppy,test,2,20260229
9,5411081005368,Hoppy,test,2,20260229
65,5411283000017,Hoppy,test,2,20260229
8,5425006241304,Hoppy,test,2,20260229
27,5425036850019,Hoppy,test,2,20260229
156,5410228193371,Kriek,test,2,20260229
138,5411223010557,Kriek,test,2,20260229
220,5412783053015,Kriek,test,2,20260229
115,5411516001453,Lambic,test,2,20260229
144,5411516002306,Lambic,test,2,20260229
162,5425018070015,Lambic,test,2,20260229
155,5410228188704,Low/No alcohol,test,2,20260229
10,5410228202929,Low/No alcohol,test,2,20260229
185,54055001,Pils/Lager,test,2,20260229
96,5411681080000,Pils/Lager,test,2,20260229
28,5425036580008,Pils/Lager,test,2,20260229
183,5410702000805,Saison,test,2,20260229
58,5425024151210,Saison,test,2,20260229
166,5425029020252,Saison,test,2,20260229
168,5410263060034,Scotch,test,2,20260229
131,5410769200088,Scotch,test,2,20260229
61,5410702001314,Stout/Porter,test,2,20260229
87,5412896001507,Stout/Porter,test,2,20260229
231,5425025390090,Stout/Porter,test,2,20260229
123,5425026960018,Stout/Porter,test,2,20260229
134,54004238,Strong ale,test,2,20260229
186,112161945,Strong ale,test,2,20260229
37,5410908000036,Strong ale,test,2,20260229
105,5425006700405,Strong ale,test,2,20260229
91,8711406995495,Strong ale,test,2,20260229
140,54050082,Tripel,test,2,20260229
85,54112018,Tripel,test,2,20260229
34,5411681038001,Tripel,test,2,20260229
217,5425006241687,Tripel,test,2,20260229
17,5425014687019,Tripel,test,2,20260229
163,5425017240457,Tripel,test,2,20260229
154,5425029490017,Tripel,test,2,20260229
171,5425033240028,Tripel,test,2,20260229
84,5411516000517,West Flanders ale,test,2,20260229
244,5413784109060,West Flanders ale,test,2,20260229
229,62067029172,Wheat,test,2,20260229
152,5410702001307,Wheat,test,2,20260229
44,5411633250055,Wheat,test,2,20260229
22,5411663001276,Wheat,test,2,20260229
32,54050051,Amber,train,2,20260229
137,54057012,Amber,train,2,20260229
126,54085060,Amber,train,2,20260229
158,54107014,Amber,train,2,20260229
63,701197206052,Amber,train,2,20260229
128,5425014681017,Amber,train,2,20260229
19,5425030060032,Amber,train,2,20260229
11,8718754310017,Amber,train,2,20260229
3,54055308,Blond,train,2,20260229
70,54085190,Blond,train,2,20260229
5,5400000000006,Blond,train,2,20260229
71,5410228218791,Blond,train,2,20260229
248,5410263015669,Blond,train,2,20260229
73,5410769100081,Blond,train,2,20260229
246,5410783001432,Blond,train,2,20260229
64,5410908000128,Blond,train,2,20260229
193,5411098700034,Blond,train,2,20260229
110,5411098730291,Blond,train,2,20260229
94,5412186003013,Blond,train,2,20260229
76,5412583240837,Blond,train,2,20260229
215,5413963100017,Blond,train,2,20260229
121,5414239000093,Blond,train,2,20260229
59,5425005660601,Blond,train,2,20260229
113,5425006700016,Blond,train,2,20260229
164,5425007658828,Blond,train,2,20260229
234,5425029490024,Blond,train,2,20260229
101,5425036450004,Blond,train,2,20260229
30,5430000043014,Blond,train,2,20260229
77,8711406023563,Blond,train,2,20260229
35,8711406995075,Blond,train,2,20260229
236,54107052,Brett/cofermented,train,2,20260229
203,5425017241164,Brett/cofermented,train,2,20260229
150,5425024150275,Brett/cofermented,train,2,20260229
222,5425029490055,Brett/cofermented,train,2,20260229
25,54079014,Brown,train,2,20260229
206,54085015,Brown,train,2,20260229
237,5400000000008,Brown,train,2,20260229
129,5410228146162,Brown,train,2,20260229
112,5410908000012,Brown,train,2,20260229
53,5411681037004,Brown,train,2,20260229
109,5412858000067,Brown,train,2,20260229
36,5412896000074,Brown,train,2,20260229
205,793573165763,Brut,train,2,20260229
192,5410693100324,Brut,train,2,20260229
130,5425025910410,Brut,train,2,20260229
38,541286000975,Christmas,train,2,20260229
13,5410228196600,Christmas,train,2,20260229
102,5411911001768,Christmas,train,2,20260229
106,5413977000044,Christmas,train,2,20260229
214,5425006240147,Christmas,train,2,20260229
60,5425029020078,Christmas,train,2,20260229
198,54079007,Dubbel,train,2,20260229
100,875213000082,Dubbel,train,2,20260229
111,5411276100540,Dubbel,train,2,20260229
174,5412583240356,Dubbel,train,2,20260229
221,5412896000067,Dubbel,train,2,20260229
187,5425017240075,Dubbel,train,2,20260229
48,8711406995211,Dubbel,train,2,20260229
250,5411223030067,Faro,train,2,20260229
74,5412783054012,Faro,train,2,20260229
190,875213000068,Flanders old brown,train,2,20260229
159,5411686700668,Flanders old brown,train,2,20260229
167,5411858000077,Flanders old brown,train,2,20260229
247,5411081000264,Fruitbeer,train,2,20260229
165,5411081000363,Fruitbeer,train,2,20260229
207,5411223030036,Fruitbeer,train,2,20260229
50,5411223030043,Fruitbeer,train,2,20260229
227,5411223030098,Fruitbeer,train,2,20260229
177,5425100322608,Fruitbeer,train,2,20260229
72,54121096,Hoppy,train,2,20260229
120,850413005204,Hoppy,train,2,20260229
143,5410228225928,Hoppy,train,2,20260229
114,5410769300085,Hoppy,train,2,20260229
97,5411676700005,Hoppy,train,2,20260229
169,5411676710004,Hoppy,train,2,20260229
31,5411681401164,Hoppy,train,2,20260229
219,5411681401775,Hoppy,train,2,20260229
80,5415152000313,Hoppy,train,2,20260229
55,5425023990698,Hoppy,train,2,20260229
79,5425029020054,Hoppy,train,2,20260229
39,5430000193009,Hoppy,train,2,20260229
54,549619093094,Kriek,train,2,20260229
241,608782666133,Kriek,train,2,20260229
88,5411081003654,Kriek,train,2,20260229
82,5411516002269,Kriek,train,2,20260229
24,5411656050212,Kriek,train,2,20260229
232,5411686700637,Kriek,train,2,20260229
153,5425007810806,Kriek,train,2,20260229
18,1882,Lambic,train,2,20260229
12,5410228141587,Lambic,train,2,20260229
42,5411024000047,Lambic,train,2,20260229
211,5411223030050,Lambic,train,2,20260229
