beer,beer_id,tasting_category_fine,split,repeat,random_state
32,54050051,Amber,test,4,20260231
126,54085060,Amber,test,4,20260231
19,5425030060032,Amber,test,4,20260231
11,8718754310017,Amber,test,4,20260231
49,5410228208358,Blond,test,4,20260231
248,5410263015669,Blond,test,4,20260231
64,5410908000128,Blond,test,4,20260231
193,5411098700034,Blond,test,4,20260231
76,5412583240837,Blond,test,4,20260231
215,5413963100017,Blond,test,4,20260231
101,5425036450004,Blond,test,4,20260231
30,5430000043014,Blond,test,4,20260231
35,8711406995075,Blond,test,4,20260231
236,54107052,Brett/cofermented,test,4,20260231
203,5425017241164,Brett/cofermented,test,4,20260231
98,54055315,Brown,test,4,20260231
25,54079014,Brown,test,4,20260231
53,5411681037004,Brown,test,4,20260231
89,5412983140027,Brown,test,4,20260231
130,5425025910410,Brut,test,4,20260231
38,541286000975,Christmas,test,4,20260231
13,5410228196600,Christmas,test,4,20260231
60,5425029020078,Christmas,test,4,20260231
16,5411098700003,Dubbel,test,4,20260231
107,5412343152332,Dubbel,test,4,20260231
48,8711406995211,Dubbel,test,4,20260231
250,5411223030067,Faro,test,4,20260231
190,875213000068,Flanders old brown,test,4,20260231
161,5411686700057,Flanders old brown,test,4,20260231
207,5411223030036,Fruitbeer,test,4,20260231
184,5412783055019,Fruitbeer,test,4,20260231
213,5410783004099,Hoppy,test,4,20260231
219,5411681401775,Hoppy,test,4,20260231
80,5415152000313,Hoppy,test,4,20260231
8,5425006241304,Hoppy,test,4,20260231
39,5430000193009,Hoppy,test,4,20260231
138,5411223010557,Kriek,test,4,20260231
82,5411516002269,Kriek,test,4,20260231
220,5412783053015,Kriek,test,4,20260231
144,5411516002306,Lambic,test,4,20260231
116,5411656051097,Lambic,test,4,20260231
162,5425018070015,Lambic,test,4,20260231
2,5410228142003,Low/No alcohol,test,4,20260231
155,5410228188704,Low/No alcohol,test,4,20260231
139,5410228142027,Pils/Lager,test,4,20260231
119,5411831000742,Pils/Lager,test,4,20260231
81,8715608222557,Pils/Lager,test,4,20260231
29,5410702000331,Saison,test,4,20260231
56,5413963600012,Saison,test,4,20260231
145,5415152000450,Saison,test,4,20260231
146,54004009,Scotch,test,4,20260231
233,5413023000264,Scotch,test,4,20260231
61,5410702001314,Stout/Porter,test,4,20260231
103,5425024150108,Stout/Porter,test,4,20260231
231,5425025390090,Stout/Porter,test,4,20260231
123,5425026960018,Stout/Porter,test,4,20260231
134,54004238,Strong ale,test,4,20260231
4,54079021,Strong ale,test,4,20260231
186,112161945,Strong ale,test,4,20260231
175,5410263013665,Strong ale,test,4,20260231
225,5411663002600,Strong ale,test,4,20260231
239,54055049,Tripel,test,4,20260231
68,9999999999,Tripel,test,4,20260231
57,5410228141921,Tripel,test,4,20260231
189,5410228145912,Tripel,test,4,20260231
69,5411081000332,Tripel,test,4,20260231
23,5411681014005,Tripel,test,4,20260231
47,5412583240363,Tripel,test,4,20260231
93,5425006700139,Tripel,test,4,20260231
26,54125032,West Flanders ale,test,4,20260231
178,620670293948,West Flanders ale,test,4,20260231
152,5410702001307,Wheat,test,4,20260231
44,5411633250055,Wheat,test,4,20260231
172,5411681400310,Wheat,test,4,20260231
243,5412138802510,Wheat,test,4,20260231
137,54057012,Amber,train,4,20260231
158,54107014,Amber,train,4,20260231
43,5041300503,Amber,train,4,20260231
63,701197206052,Amber,train,4,20260231
210,5413982001005,Amber,train,4,20260231
128,5425014681017,Amber,train,4,20260231
6,8711406031766,Amber,train,4,20260231
92,9120041150685,Amber,train,4,20260231
3,54055308,Blond,train,4,20260231
136,54085176,Blond,train,4,20260231
70,54085190,Blond,train,4,20260231
127,54138278,Blond,train,4,20260231
5,5400000000006,Blond,train,4,20260231
62,5410228134879,Blond,train,4,20260231
71,5410228218791,Blond,train,4,20260231
73,5410769100081,Blond,train,4,20260231
246,5410783001432,Blond,train,4,20260231
110,5411098730291,Blond,train,4,20260231
46,5411276200325,Blond,train,4,20260231
94,5412186003013,Blond,train,4,20260231
238,5412896000432,Blond,train,4,20260231
125,5413963300011,Blond,train,4,20260231
121,5414239000093,Blond,train,4,20260231
59,5425005660601,Blond,train,4,20260231
113,5425006700016,Blond,train,4,20260231
164,5425007658828,Blond,train,4,20260231
234,5425029490024,Blond,train,4,20260231
149,5425031010012,Blond,train,4,20260231
77,8711406023563,Blond,train,4,20260231
249,9120041150784,Blond,train,4,20260231
14,54040014,Brett/cofermented,train,4,20260231
150,5425024150275,Brett/cofermented,train,4,20260231
122,5425029020191,Brett/cofermented,train,4,20260231
222,5425029490055,Brett/cofermented,train,4,20260231
206,54085015,Brown,train,4,20260231
237,5400000000008,Brown,train,4,20260231
129,5410228146162,Brown,train,4,20260231
112,5410908000012,Brown,train,4,20260231
109,5412858000067,Brown,train,4,20260231
36,5412896000074,Brown,train,4,20260231
78,5425006240017,Brown,train,4,20260231
108,5425007658880,Brown,train,4,20260231
205,793573165763,Brut,train,4,20260231
192,5410693100324,Brut,train,4,20260231
1,5413970150111,Brut,train,4,20260231
180,5411633330047,Christmas,train,4,20260231
102,5411911001768,Christmas,train,4,20260231
95,5412138303314,Christmas,train,4,20260231
181,5412896532032,Christmas,train,4,20260231
106,5413977000044,Christmas,train,4,20260231
214,5425006240147,Christmas,train,4,20260231
198,54079007,Dubbel,train,4,20260231
100,875213000082,Dubbel,train,4,20260231
194,5411098730307,Dubbel,train,4,20260231
111,5411276100540,Dubbel,train,4,20260231
174,5412583240356,Dubbel,train,4,20260231
221,5412896000067,Dubbel,train,4,20260231
