beer,beer_id,tasting_category_fine,split,repeat,random_state
32,54050051,Amber,test,3,20260230
210,5413982001005,Amber,test,3,20260230
128,5425014681017,Amber,test,3,20260230
6,8711406031766,Amber,test,3,20260230
136,54085176,Blond,test,3,20260230
127,54138278,Blond,test,3,20260230
71,5410228218791,Blond,test,3,20260230
246,5410783001432,Blond,test,3,20260230
193,5411098700034,Blond,test,3,20260230
121,5414239000093,Blond,test,3,20260230
234,5425029490024,Blond,test,3,20260230
149,5425031010012,Blond,test,3,20260230
30,5430000043014,Blond,test,3,20260230
14,54040014,Brett/cofermented,test,3,20260230
222,5425029490055,Brett/cofermented,test,3,20260230
237,5400000000008,Brown,test,3,20260230
112,5410908000012,Brown,test,3,20260230
53,5411681037004,Brown,test,3,20260230
36,5412896000074,Brown,test,3,20260230
130,5425025910410,Brut,test,3,20260230
13,5410228196600,Christmas,test,3,20260230
102,5411911001768,Christmas,test,3,20260230
95,5412138303314,Christmas,test,3,20260230
100,875213000082,Dubbel,test,3,20260230
107,5412343152332,Dubbel,test,3,20260230
187,5425017240075,Dubbel,test,3,20260230
151,5411516001491,Faro,test,3,20260230
179,5411081004736,Flanders old brown,test,3,20260230
167,5411858000077,Flanders old brown,test,3,20260230
165,5411081000363,Fruitbeer,test,3,20260230
207,5411223030036,Fruitbeer,test,3,20260230
120,850413005204,Hoppy,test,3,20260230
213,5410783004099,Hoppy,test,3,20260230
65,5411283000017,Hoppy,test,3,20260230
80,5415152000313,Hoppy,test,3,20260230
79,5425029020054,Hoppy,test,3,20260230
156,5410228193371,Kriek,test,3,20260230
88,5411081003654,Kriek,test,3,20260230
82,5411516002269,Kriek,test,3,20260230
115,5411516001453,Lambic,test,3,20260230
144,5411516002306,Lambic,test,3,20260230
41,5411656010315,Lambic,test,3,20260230
40,5410228141181,Low/No alcohol,test,3,20260230
86,5410783031019,Low/No alcohol,test,3,20260230
90,54017016,Pils/Lager,test,3,20260230
209,54085107,Pils/Lager,test,3,20260230
124,5412186002658,Pils/Lager,test,3,20260230
29,5410702000331,Saison,test,3,20260230
132,5410702000379,Saison,test,3,20260230
145,5415152000450,Saison,test,3,20260230
216,5410228201076,Scotch,test,3,20260230
233,5413023000264,Scotch,test,3,20260230
87,5412896001507,Stout/Porter,test,3,20260230
182,5425028290311,Stout/Porter,test,3,20260230
202,5425029020047,Stout/Porter,test,3,20260230
52,8715951011112,Stout/Porter,test,3,20260230
186,112161945,Strong ale,test,3,20260230
51,5411081000523,Strong ale,test,3,20260230
104,5412858000081,Strong ale,test,3,20260230
133,5412896000081,Strong ale,test,3,20260230
117,9120041150678,Strong ale,test,3,20260230
85,54112018,Tripel,test,3,20260230
23,5411681014005,Tripel,test,3,20260230
199,5411858000145,Tripel,test,3,20260230
147,5412107000466,Tripel,test,3,20260230
245,5412186000098,Tripel,test,3,20260230
66,5413977000037,Tripel,test,3,20260230
93,5425006700139,Tripel,test,3,20260230
17,5425014687019,Tripel,test,3,20260230
176,5411858000183,West Flanders ale,test,3,20260230
244,5413784109060,West Flanders ale,test,3,20260230
208,54079052,Wheat,test,3,20260230
224,5410228141884,Wheat,test,3,20260230
22,5411663001276,Wheat,test,3,20260230
195,8711406995631,Wheat,test,3,20260230
137,54057012,Amber,train,3,20260230
126,54085060,Amber,train,3,20260230
158,54107014,Amber,train,3,20260230
43,5041300503,Amber,train,3,20260230
63,701197206052,Amber,train,3,20260230
19,5425030060032,Amber,train,3,20260230
11,8718754310017,Amber,train,3,20260230
92,9120041150685,Amber,train,3,20260230
3,54055308,Blond,train,3,20260230
70,54085190,Blond,train,3,20260230
5,5400000000006,Blond,train,3,20260230
62,5410228134879,Blond,train,3,20260230
49,5410228208358,Blond,train,3,20260230
248,5410263015669,Blond,train,3,20260230
73,5410769100081,Blond,train,3,20260230
64,5410908000128,Blond,train,3,20260230
110,5411098730291,Blond,train,3,20260230
