feature,ks_stat,p_value
A_malt_all,0.225,2.37058383418446e-06
A_malt_grain,0.1925,9.352916216802442e-05
A_malt_bread,0.205,2.4395828839507186e-05
A_malt_cara,0.275,2.5968656979457667e-09
A_malt_burn,0.315,3.9384822870007065e-12
A_hops_all,0.16,0.002056057037674531
A_hops_citrus,0.2475,1.3155963975113665e-07
A_hops_tropical,0.32,1.6375240283189414e-12
A_hops_noble,0.13,0.02133663714307325
A_hops_woody,0.1575,0.002545920584675947
A_esters_all,0.11,0.07739524550093227
A_esters_ethac,0.0875,0.25438687552104255
A_esters_isoaa,0.1925,9.352916216802442e-05
A_esters_flower,0.17,0.0008451620190338401
A_esters_fruity,0.365,3.0901061794394883e-16
F_malt_all,0.165,0.0013272765649306566
F_malt_grain,0.185,0.00020094686161401939
F_malt_bread,0.1025,0.11866876494363714
F_malt_cara,0.22,4.3359415940486165e-06
F_malt_burn,0.3675,1.8507127818953243e-16
F_hops_all,0.2225,3.2116698514542253e-06
F_hops_citrus,0.1925,9.352916216802442e-05
F_hops_tropical,0.3175,2.5442800223801305e-12
F_hops_noble,0.1475,0.005784485766244314
F_hops_woody,0.3375,6.747181088266523e-14
F_esters_all,0.29,2.5402164120077263e-10
F_esters_ethac,0.1575,0.002545920584675947
F_esters_isoaa,0.29,2.5402164120077263e-10
F_esters_flower,0.3175,2.5442800223801305e-12
F_esters_fruity,0.325,6.707822936321859e-13
acidity,0.3225,1.0500119566085802e-12
bitternes,0.085,0.2853320095955398
sweetness,0.21,1.3909111049918432e-05
X4vg,0.305,2.179268493798199e-11
diacetyl,0.2025,3.214080470404362e-05
dms,0.2025,3.214080470404362e-05
metallic,0.12,0.041750698523622023
stale_hops,0.335,1.0761614686706765e-13
t2n,0.215,7.820358278708043e-06
orange,0.415,5.172471424333824e-21
coriander,0.5125,2.176441618319111e-32
clove,0.4575,1.2645074638258938e-25
lactic,0.4825,1.3860159973692675e-28
acetic,0.4625,3.348313960584187e-26
barnyard,0.31,9.333163655042091e-12
alcohol,0.19,0.00012110415385776797
aftertaste,0.1725,0.0006709583192474076
body,0.1475,0.005784485766244314
co2,0.13,0.02133663714307325
overall,0.0975,0.15513592446070518
