feature,ks_stat,p_value
A_malt_all,0.055,0.8084857415008071
A_malt_grain,0.0425,0.9672282978991504
A_malt_bread,0.085,0.2853320095955398
A_malt_cara,0.115,0.05722994272855717
A_malt_burn,0.1675,0.0010609497633024907
A_hops_all,0.045,0.9468003718156517
A_hops_citrus,0.0675,0.5708652482410211
A_hops_tropical,0.11,0.07739524550093227
A_hops_noble,0.0525,0.8503140351383752
A_hops_woody,0.0825,0.31887048886973485
A_esters_all,0.045,0.9468003718156517
A_esters_ethac,0.06,0.7161848267754904
A_esters_isoaa,0.0625,0.6677679087796531
A_esters_flower,0.065,0.6190713161830892
A_esters_fruity,0.0625,0.6677679087796531
F_malt_all,0.0475,0.9202562631263042
F_malt_grain,0.0625,0.6677679087796531
F_malt_bread,0.1025,0.11866876494363714
F_malt_cara,0.1025,0.11866876494363714
F_malt_burn,0.115,0.05722994272855717
F_hops_all,0.05,0.8878743387468179
F_hops_citrus,0.07,0.5237842108066766
F_hops_tropical,0.1375,0.012446037426761309
F_hops_noble,0.045,0.9468003718156517
F_hops_woody,0.085,0.2853320095955398
F_esters_all,0.075,0.4348842202177677
F_esters_ethac,0.0825,0.31887048886973485
F_esters_isoaa,0.06,0.7161848267754904
F_esters_flower,0.135,0.014946353345597222
F_esters_fruity,0.0525,0.8503140351383752
acidity,0.155,0.0031417486775911162
bitternes,0.06,0.7161848267754904
sweetness,0.0475,0.9202562631263042
X4vg,0.105,0.10326023610216986
diacetyl,0.0775,0.393718201317559
dms,0.1025,0.11866876494363714
metallic,0.05,0.8878743387468179
stale_hops,0.2,4.2197706776709616e-05
t2n,0.0475,0.9202562631263042
orange,0.265,1.1379283602422221e-08
coriander,0.3075,1.4287974061378973e-11
clove,0.3775,2.2906981014017542e-17
lactic,0.345,1.6256089732179386e-14
acetic,0.38,1.3455433457331859e-17
barnyard,0.1675,0.0010609497633024907
alcohol,0.045,0.9468003718156517
aftertaste,0.0525,0.8503140351383752
body,0.045,0.9468003718156517
co2,0.0525,0.8503140351383752
overall,0.0425,0.9672282978991504
