feature,ks_stat,p_value
A_malt_all,0.035,0.9962936537490669
A_malt_grain,0.04,0.9817438034331898
A_malt_bread,0.035,0.9962936537490669
A_malt_cara,0.05,0.8878743387468179
A_malt_burn,0.025,0.9999954890545343
A_hops_all,0.0575,0.7634242438698546
A_hops_citrus,0.0475,0.9202562631263042
A_hops_tropical,0.0425,0.9672282978991504
A_hops_noble,0.025,0.9999954890545343
A_hops_woody,0.0475,0.9202562631263042
A_esters_all,0.0475,0.9202562631263042
A_esters_ethac,0.0575,0.7634242438698546
A_esters_isoaa,0.0575,0.7634242438698546
A_esters_flower,0.045,0.9468003718156517
A_esters_fruity,0.04,0.9817438034331898
F_malt_all,0.035,0.9962936537490669
F_malt_grain,0.08,0.3550125902842471
F_malt_bread,0.04,0.9817438034331898
F_malt_cara,0.025,0.9999954890545343
F_malt_burn,0.055,0.8084857415008071
F_hops_all,0.0475,0.9202562631263042
F_hops_citrus,0.0425,0.9672282978991504
F_hops_tropical,0.04,0.9817438034331898
F_hops_noble,0.045,0.9468003718156517
F_hops_woody,0.075,0.4348842202177677
F_esters_all,0.0525,0.8503140351383752
F_esters_ethac,0.05,0.8878743387468179
F_esters_isoaa,0.055,0.8084857415008071
F_esters_flower,0.0375,0.9910574454396103
F_esters_fruity,0.0475,0.9202562631263042
acidity,0.04,0.9817438034331898
bitternes,0.0475,0.9202562631263042
sweetness,0.04,0.9817438034331898
X4vg,0.065,0.6190713161830892
diacetyl,0.05,0.8878743387468179
dms,0.0425,0.9672282978991504
metallic,0.0425,0.9672282978991504
stale_hops,0.0375,0.9910574454396103
t2n,0.055,0.8084857415008071
orange,0.0475,0.9202562631263042
coriander,0.07,0.5237842108066766
clove,0.0475,0.9202562631263042
lactic,0.0475,0.9202562631263042
acetic,0.03,0.9996962266099569
barnyard,0.0375,0.9910574454396103
alcohol,0.0325,0.9987683191704525
aftertaste,0.0575,0.7634242438698546
body,0.045,0.9468003718156517
co2,0.06,0.7161848267754904
overall,0.04,0.9817438034331898
