beer,beer_id,tasting_category_fine,split,repeat,random_state
137,54057012,Amber,test,5,20260232
126,54085060,Amber,test,5,20260232
210,5413982001005,Amber,test,5,20260232
128,5425014681017,Amber,test,5,20260232
3,54055308,Blond,test,5,20260232
70,54085190,Blond,test,5,20260232
5,5400000000006,Blond,test,5,20260232
49,5410228208358,Blond,test,5,20260232
71,5410228218791,Blond,test,5,20260232
248,5410263015669,Blond,test,5,20260232
125,5413963300011,Blond,test,5,20260232
234,5425029490024,Blond,test,5,20260232
30,5430000043014,Blond,test,5,20260232
14,54040014,Brett/cofermented,test,5,20260232
150,5425024150275,Brett/cofermented,test,5,20260232
98,54055315,Brown,test,5,20260232
25,54079014,Brown,test,5,20260232
206,54085015,Brown,test,5,20260232
78,5425006240017,Brown,test,5,20260232
130,5425025910410,Brut,test,5,20260232
102,5411911001768,Christmas,test,5,20260232
95,5412138303314,Christmas,test,5,20260232
214,5425006240147,Christmas,test,5,20260232
198,54079007,Dubbel,test,5,20260232
16,5411098700003,Dubbel,test,5,20260232
111,5411276100540,Dubbel,test,5,20260232
250,5411223030067,Faro,test,5,20260232
190,875213000068,Flanders old brown,test,5,20260232
179,5411081004736,Flanders old brown,test,5,20260232
247,5411081000264,Fruitbeer,test,5,20260232
184,5412783055019,Fruitbeer,test,5,20260232
143,5410228225928,Hoppy,test,5,20260232
213,5410783004099,Hoppy,test,5,20260232
97,5411676700005,Hoppy,test,5,20260232
79,5425029020054,Hoppy,test,5,20260232
27,5425036850019,Hoppy,test,5,20260232
241,608782666133,Kriek,test,5,20260232
156,5410228193371,Kriek,test,5,20260232
88,5411081003654,Kriek,test,5,20260232
12,5410228141587,Lambic,test,5,20260232
42,5411024000047,Lambic,test,5,20260232
75,5412783052018,Lambic,test,5,20260232
40,5410228141181,Low/No alcohol,test,5,20260232
2,5410228142003,Low/No alcohol,test,5,20260232
185,54055001,Pils/Lager,test,5,20260232
96,5411681080000,Pils/Lager,test,5,20260232
119,5411831000742,Pils/Lager,test,5,20260232
132,5410702000379,Saison,test,5,20260232
183,5410702000805,Saison,test,5,20260232
