feature,ks_stat,p_value
A_malt_all,0.05,0.8878743387468179
A_malt_grain,0.05,0.8878743387468179
A_malt_bread,0.0375,0.9910574454396103
A_malt_cara,0.045,0.9468003718156517
A_malt_burn,0.06,0.7161848267754904
A_hops_all,0.0325,0.9987683191704525
A_hops_citrus,0.0525,0.8503140351383752
A_hops_tropical,0.0425,0.9672282978991504
A_hops_noble,0.0375,0.9910574454396103
A_hops_woody,0.045,0.9468003718156517
A_esters_all,0.055,0.8084857415008071
A_esters_ethac,0.0925,0.20004736274388757
A_esters_isoaa,0.0475,0.9202562631263042
A_esters_flower,0.0375,0.9910574454396103
A_esters_fruity,0.035,0.9962936537490669
F_malt_all,0.0325,0.9987683191704525
F_malt_grain,0.0575,0.7634242438698546
F_malt_bread,0.0675,0.5708652482410211
F_malt_cara,0.0275,0.9999503768313441
F_malt_burn,0.045,0.9468003718156517
F_hops_all,0.055,0.8084857415008071
F_hops_citrus,0.0375,0.9910574454396103
F_hops_tropical,0.04,0.9817438034331898
F_hops_noble,0.04,0.9817438034331898
F_hops_woody,0.0475,0.9202562631263042
F_esters_all,0.055,0.8084857415008071
F_esters_ethac,0.0325,0.9987683191704525
F_esters_isoaa,0.0375,0.9910574454396103
F_esters_flower,0.0375,0.9910574454396103
F_esters_fruity,0.045,0.9468003718156517
acidity,0.045,0.9468003718156517
bitternes,0.0275,0.9999503768313441
sweetness,0.0475,0.9202562631263042
X4vg,0.0225,0.9999998266852096
diacetyl,0.035,0.9962936537490669
dms,0.0575,0.7634242438698546
metallic,0.0575,0.7634242438698546
stale_hops,0.0325,0.9987683191704525
t2n,0.025,0.9999954890545343
orange,0.0425,0.9672282978991504
coriander,0.045,0.9468003718156517
clove,0.0575,0.7634242438698546
lactic,0.0375,0.9910574454396103
acetic,0.04,0.9817438034331898
barnyard,0.03,0.9996962266099569
alcohol,0.04,0.9817438034331898
aftertaste,0.0375,0.9910574454396103
body,0.0275,0.9999503768313441
co2,0.0575,0.7634242438698546
overall,0.0375,0.9910574454396103
