feature,ks_stat,p_value
A_malt_all,0.07,0.5237842108066766
A_malt_grain,0.09,0.22598532664631668
A_malt_bread,0.0725,0.47833041734593434
A_malt_cara,0.1275,0.02536381231922176
A_malt_burn,0.195,7.198340666318494e-05
A_hops_all,0.0425,0.9672282978991504
A_hops_citrus,0.0675,0.5708652482410211
A_hops_tropical,0.1275,0.02536381231922176
A_hops_noble,0.055,0.8084857415008071
A_hops_woody,0.065,0.6190713161830892
A_esters_all,0.08,0.3550125902842471
A_esters_ethac,0.0875,0.25438687552104255
A_esters_isoaa,0.06,0.7161848267754904
A_esters_flower,0.0925,0.20004736274388757
A_esters_fruity,0.085,0.2853320095955398
F_malt_all,0.075,0.4348842202177677
F_malt_grain,0.055,0.8084857415008071
F_malt_bread,0.06,0.7161848267754904
F_malt_cara,0.0875,0.25438687552104255
F_malt_burn,0.1025,0.11866876494363714
F_hops_all,0.0425,0.9672282978991504
F_hops_citrus,0.08,0.3550125902842471
F_hops_tropical,0.145,0.007041594267935141
F_hops_noble,0.0475,0.9202562631263042
F_hops_woody,0.0825,0.31887048886973485
F_esters_all,0.05,0.8878743387468179
F_esters_ethac,0.04,0.9817438034331898
F_esters_isoaa,0.0675,0.5708652482410211
F_esters_flower,0.105,0.10326023610216986
F_esters_fruity,0.0675,0.5708652482410211
acidity,0.1775,0.0004185356623688195
bitternes,0.07,0.5237842108066766
sweetness,0.085,0.2853320095955398
X4vg,0.1325,0.017888195483849026
diacetyl,0.0475,0.9202562631263042
dms,0.055,0.8084857415008071
metallic,0.0675,0.5708652482410211
stale_hops,0.2225,3.2116698514542253e-06
t2n,0.0725,0.47833041734593434
orange,0.2825,8.255587342932922e-10
coriander,0.31,9.333163655042091e-12
clove,0.3375,6.747181088266523e-14
lactic,0.3725,6.561871032713085e-17
acetic,0.3525,3.785111197453443e-15
barnyard,0.2375,4.926809132735795e-07
alcohol,0.0375,0.9910574454396103
aftertaste,0.065,0.6190713161830892
body,0.045,0.9468003718156517
co2,0.0725,0.47833041734593434
overall,0.03,0.9996962266099569
